horodatage;ram_libre_mo;cpu_pct;perf_pct;alim;charge_pct;node;chrome;nb_proc
2026-09-26 00:34:10;6464;6;124.7;SECTEUR;98;0;0;333
2026-09-26 00:34:42;6447;18;82.2;SECTEUR;98;0;0;332
2026-09-26 00:35:13;6457;1;86.4;SECTEUR;98;0;0;337
2026-09-26 00:35:45;5997;47;138.6;SECTEUR;98;4;0;344
2026-09-26 00:36:16;6496;10;96.3;SECTEUR;98;0;0;336
2026-09-26 00:36:48;5380;96;140.5;SECTEUR;98;15;0;360
2026-09-26 00:37:20;6140;48;143.6;SECTEUR;98;8;0;354
2026-09-26 00:37:51;6536;1;93.8;SECTEUR;98;0;0;339
2026-09-26 00:38:23;5534;63;141.8;SECTEUR;98;7;0;351
2026-09-26 00:38:54;6521;21;87;SECTEUR;98;0;0;338
2026-09-26 00:39:26;5918;36;152.8;SECTEUR;98;5;0;347
2026-09-26 00:39:57;5977;38;147.8;SECTEUR;98;5;0;346
2026-09-26 00:40:29;5901;31;143.5;SECTEUR;98;5;0;345
2026-09-26 00:41:01;6025;32;144.6;SECTEUR;98;5;0;345
2026-09-26 00:41:32;5962;27;147.5;SECTEUR;98;5;0;343
2026-09-26 00:42:04;6002;13;99.6;SECTEUR;98;5;0;342
2026-09-26 00:42:35;6207;16;157.4;SECTEUR;98;5;0;342
2026-09-26 00:43:07;6174;26;171.3;SECTEUR;98;5;0;342
2026-09-26 00:43:38;6105;12;161.1;SECTEUR;98;5;0;342
2026-09-26 00:44:10;6123;17;171.1;SECTEUR;98;5;0;343
2026-09-26 00:44:41;6358;4;76.8;SECTEUR;100;0;0;335
2026-09-26 00:45:13;5110;13;149.7;SECTEUR;100;10;0;354
2026-09-26 00:45:45;4220;57;132.3;SECTEUR;100;14;0;365
2026-09-26 00:46:16;4158;21;143;SECTEUR;100;15;0;370
2026-09-26 00:46:48;4257;24;134.4;SECTEUR;100;13;0;364
2026-09-26 00:47:19;6464;8;99.8;SECTEUR;100;0;0;334
2026-09-26 00:47:51;6464;5;78.7;SECTEUR;100;0;0;334
2026-09-26 00:48:22;6243;24;141.2;SECTEUR;100;14;0;354
2026-09-26 00:48:55;5584;36;140.6;SECTEUR;100;14;0;357
2026-09-26 00:49:27;5388;93;141.1;SECTEUR;100;14;0;355
2026-09-26 00:49:59;5536;95;142.4;SECTEUR;100;14;0;354
2026-09-26 00:50:30;5371;100;141.6;SECTEUR;100;14;0;354
2026-09-26 00:51:02;5223;95;141.3;SECTEUR;100;14;0;354
2026-09-26 00:51:33;5996;40;137;SECTEUR;100;7;0;348
2026-09-26 00:52:05;5989;29;138.5;SECTEUR;100;7;0;347
2026-09-26 00:52:37;6319;22;148.7;SECTEUR;100;4;0;345
2026-09-26 00:53:08;5360;80;140.4;SECTEUR;100;14;0;354
2026-09-26 00:53:40;5558;94;141;SECTEUR;100;14;0;355
2026-09-26 00:54:11;5058;100;141;SECTEUR;100;14;0;351
2026-09-26 00:54:43;5167;90;141.3;SECTEUR;100;14;0;354
2026-09-26 00:55:14;5348;49;141.3;SECTEUR;100;14;0;353
2026-09-26 00:55:46;4999;38;125.7;SECTEUR;100;9;0;353
2026-09-26 00:56:18;4238;45;125.6;SECTEUR;100;12;0;361
2026-09-26 00:56:49;4383;37;142.2;SECTEUR;100;13;0;362
2026-09-26 00:57:21;5668;45;156.8;SECTEUR;100;5;0;345
2026-09-26 00:57:52;4285;54;140.1;SECTEUR;100;12;0;362
2026-09-26 00:58:24;5060;11;148.9;SECTEUR;100;9;0;352
2026-09-26 00:58:55;4500;29;121;SECTEUR;100;1;0;338
2026-09-26 00:59:27;6137;22;97.5;SECTEUR;100;5;0;345
2026-09-26 00:59:59;5786;25;137.4;SECTEUR;100;14;0;356
2026-09-26 01:00:30;6106;27;142.6;SECTEUR;100;14;0;356
2026-09-26 01:01:02;5524;67;140.2;SECTEUR;100;14;0;354
2026-09-26 01:01:33;5948;95;142.7;SECTEUR;100;14;0;354
2026-09-26 01:02:05;5940;11;117.8;SECTEUR;100;7;0;346
2026-09-26 01:02:36;5945;37;126.3;SECTEUR;100;7;0;346
2026-09-26 01:03:08;5779;51;144.5;SECTEUR;100;7;0;342
2026-09-26 01:03:39;5157;97;142.2;SECTEUR;100;14;0;349
2026-09-26 01:04:11;5268;98;142.2;SECTEUR;100;14;0;345
2026-09-26 01:04:43;5744;41;136.7;SECTEUR;100;7;0;342
2026-09-26 01:05:16;5424;44;142.3;SECTEUR;100;14;0;350
2026-09-26 01:05:47;5895;51;150.1;SECTEUR;100;7;0;343
2026-09-26 01:06:19;5938;44;150.7;SECTEUR;100;7;0;343
2026-09-26 01:06:50;5471;50;141.4;SECTEUR;100;14;0;350
2026-09-26 01:07:22;5910;98;142.6;SECTEUR;100;14;0;350
2026-09-26 01:07:53;6265;39;141.4;SECTEUR;100;3;0;338
2026-09-26 01:08:25;5411;76;142.4;SECTEUR;100;1;0;336
2026-09-26 01:08:56;5363;78;141.5;SECTEUR;100;14;0;352
2026-09-26 01:09:28;5925;28;124.1;SECTEUR;100;4;0;342
2026-09-26 01:10:00;6122;6;77.7;SECTEUR;100;3;0;340
2026-09-26 01:10:31;5826;23;146.7;SECTEUR;100;1;0;334
2026-09-26 01:11:03;5877;26;145.1;SECTEUR;100;4;0;341
2026-09-26 01:11:34;5856;33;147.1;SECTEUR;100;4;0;340
2026-09-26 01:12:06;5898;37;146.5;SECTEUR;100;4;0;340
2026-09-26 01:12:37;6094;51;129.3;SECTEUR;100;4;0;346
2026-09-26 01:13:09;6003;40;114.3;SECTEUR;100;4;0;344
2026-09-26 01:13:41;5940;30;124.4;SECTEUR;100;4;0;343
2026-09-26 01:14:12;6162;32;128.4;SECTEUR;100;4;0;345
2026-09-26 01:14:44;5947;30;144.1;SECTEUR;100;4;0;344
2026-09-26 01:15:15;5881;41;125.9;SECTEUR;100;4;0;343
2026-09-26 01:15:47;5941;41;144.8;SECTEUR;100;4;0;344
2026-09-26 01:16:19;5944;38;115.3;SECTEUR;100;4;0;343
2026-09-26 01:16:50;5990;46;145.3;SECTEUR;100;4;0;342
2026-09-26 01:17:22;5992;25;148.2;SECTEUR;100;4;0;342
2026-09-26 01:17:53;5965;29;152.1;SECTEUR;100;4;0;340
2026-09-26 01:18:25;5976;35;152.7;SECTEUR;100;4;0;341
2026-09-26 01:18:56;6006;30;148.9;SECTEUR;100;4;0;341
2026-09-26 01:19:28;6324;22;142;SECTEUR;100;3;0;340
2026-09-26 01:19:59;6024;39;138.3;SECTEUR;100;4;0;340
2026-09-26 01:20:31;6247;47;142.7;SECTEUR;100;3;0;338
2026-09-26 01:21:03;6138;95;139.9;SECTEUR;100;14;0;352
2026-09-26 01:21:36;6391;79;161.3;SECTEUR;100;14;0;351
2026-09-26 01:22:07;6209;26;141.7;SECTEUR;100;14;0;351
2026-09-26 01:22:39;5896;36;155.2;SECTEUR;100;2;0;338
2026-09-26 01:23:10;6069;46;152.8;SECTEUR;100;1;0;337
2026-09-26 01:23:42;6189;10;142.2;SECTEUR;100;14;0;352
2026-09-26 01:24:13;6290;13;156.5;SECTEUR;100;11;0;354
2026-09-26 01:24:45;6032;13;139.3;SECTEUR;100;2;0;339
2026-09-26 01:25:16;5832;38;148.3;SECTEUR;100;2;0;335
2026-09-26 01:25:48;6179;30;138.4;SECTEUR;100;14;0;349
2026-09-26 01:26:19;6216;24;145.8;SECTEUR;100;14;0;350
2026-09-26 01:26:51;5919;27;156.6;SECTEUR;100;3;0;337
