horodatage;ram_libre_mo;cpu_pct;perf_pct;alim;charge_pct;node;chrome;nb_proc
2026-09-26 01:27:23;5962;49;129.1;SECTEUR;100;1;0;333
2026-09-26 01:27:54;6153;42;140.8;SECTEUR;100;4;0;339
2026-09-26 01:28:26;5960;38;114.7;SECTEUR;100;4;0;340
2026-09-26 01:28:57;5786;43;146.7;SECTEUR;100;4;0;340
2026-09-26 01:29:29;5760;41;113.3;SECTEUR;100;4;0;348
2026-09-26 01:30:00;5761;35;141.9;SECTEUR;100;4;0;341
2026-09-26 01:30:32;6012;51;123.4;SECTEUR;100;4;0;340
2026-09-26 01:31:04;5975;43;128.7;SECTEUR;100;4;0;340
2026-09-26 01:31:35;5919;45;125.6;SECTEUR;100;4;0;340
2026-09-26 01:32:07;6003;32;148.3;SECTEUR;100;4;0;339
2026-09-26 01:32:38;5934;38;145.7;SECTEUR;100;4;0;339
2026-09-26 01:33:10;6069;78;139.7;SECTEUR;100;0;0;332
2026-09-26 01:33:42;5801;53;144.6;SECTEUR;100;7;0;338
2026-09-26 01:34:13;5546;100;141.9;SECTEUR;100;14;0;349
2026-09-26 01:34:45;5929;39;143.8;SECTEUR;100;7;0;342
2026-09-26 01:35:16;6428;1;86.6;SECTEUR;100;0;0;330
2026-09-26 01:35:48;6162;34;144.4;SECTEUR;100;4;0;338
2026-09-26 01:36:19;6108;19;144.3;SECTEUR;100;4;0;338
2026-09-26 01:36:51;6374;24;92.3;SECTEUR;100;0;0;330
2026-09-26 01:37:22;5881;25;112.2;SECTEUR;100;0;0;326
2026-09-26 01:37:56;5753;37;147.9;SECTEUR;100;4;0;341
2026-09-26 01:38:27;5861;39;135.4;SECTEUR;100;4;0;340
2026-09-26 01:38:59;5795;26;133.5;SECTEUR;100;2;0;336
2026-09-26 01:39:30;5758;45;147.1;SECTEUR;100;4;0;340
2026-09-26 01:40:02;6035;25;134.1;SECTEUR;100;4;0;338
2026-09-26 01:40:33;5933;24;138;SECTEUR;100;4;0;338
2026-09-26 01:41:05;5722;40;148.9;SECTEUR;100;4;0;339
2026-09-26 01:41:36;5807;52;123.2;SECTEUR;100;4;0;338
2026-09-26 01:42:08;5879;32;148.8;SECTEUR;100;4;0;338
2026-09-26 01:42:40;6539;4;81.7;SECTEUR;100;0;0;330
2026-09-26 01:43:11;5913;32;145.5;SECTEUR;100;4;0;339
2026-09-26 01:43:43;5929;16;151.6;SECTEUR;100;4;0;339
2026-09-26 01:44:14;6257;32;144.8;SECTEUR;100;14;0;352
2026-09-26 01:44:46;5930;40;136.3;SECTEUR;100;4;0;341
2026-09-26 01:45:17;5888;50;149.9;SECTEUR;100;4;0;341
2026-09-26 01:45:49;5877;37;133;SECTEUR;100;4;0;341
2026-09-26 01:46:21;5916;31;125;SECTEUR;100;4;0;340
2026-09-26 01:46:52;5975;41;151;SECTEUR;100;4;0;339
2026-09-26 01:47:24;6404;3;78.1;SECTEUR;100;0;0;331
2026-09-26 01:47:55;5930;35;151;SECTEUR;100;4;0;338
2026-09-26 01:48:27;5920;45;148.2;SECTEUR;100;4;0;339
2026-09-26 01:48:58;5854;29;145.4;SECTEUR;100;4;0;339
2026-09-26 01:49:30;5878;36;150.5;SECTEUR;100;4;0;339
2026-09-26 01:50:02;5934;25;135.7;SECTEUR;100;4;0;338
2026-09-26 01:50:33;5864;38;152.8;SECTEUR;100;4;0;338
2026-09-26 01:51:05;5888;27;151.8;SECTEUR;100;4;0;340
2026-09-26 01:51:36;6197;35;138.5;SECTEUR;100;14;0;348
2026-09-26 01:52:08;6377;0;80.2;SECTEUR;100;0;0;330
2026-09-26 01:52:39;5885;41;151.4;SECTEUR;100;4;0;338
2026-09-26 01:53:11;5911;35;151.1;SECTEUR;100;4;0;338
2026-09-26 01:53:42;6041;31;131;SECTEUR;100;4;0;338
2026-09-26 01:54:15;5903;30;144.6;SECTEUR;100;4;0;339
2026-09-26 01:54:47;5829;28;123.3;SECTEUR;100;4;0;339
2026-09-26 01:55:19;5836;19;148.2;SECTEUR;100;4;0;338
2026-09-26 01:55:50;5765;21;150.9;SECTEUR;100;4;0;338
2026-09-26 01:56:22;6014;98;145.3;SECTEUR;100;1;0;334
2026-09-26 01:56:53;5849;22;148.3;SECTEUR;100;4;0;338
2026-09-26 01:57:25;5746;34;138.9;SECTEUR;100;4;0;338
2026-09-26 01:57:57;5888;28;139.8;SECTEUR;100;0;0;330
2026-09-26 01:58:28;6368;9;78.8;SECTEUR;100;0;0;331
2026-09-26 01:59:00;5840;26;140.8;SECTEUR;100;4;0;340
2026-09-26 01:59:31;6026;26;124.3;SECTEUR;100;4;0;341
2026-09-26 02:00:03;6175;36;145.8;SECTEUR;100;14;0;349
2026-09-26 02:00:34;5847;42;150.7;SECTEUR;100;4;0;340
2026-09-26 02:01:06;5858;43;134.2;SECTEUR;100;4;0;340
2026-09-26 02:01:37;5919;32;148;SECTEUR;100;4;0;339
2026-09-26 02:02:09;5901;34;144;SECTEUR;100;4;0;339
2026-09-26 02:02:41;5865;29;142.8;SECTEUR;100;4;0;338
2026-09-26 02:03:12;6326;11;78.6;SECTEUR;100;0;0;330
